employer_name,city,state,occupation,soc_code,job_title,estimated_headcount,headcount_confidence,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,inference_source,record_type
Brandeis University,Waltham,MA,other,,Other,140,0.56,36552,60920,106778,0.6,0.9,0.302,higher_education,employer_db:990_filing,inferred_archetype
Amazon,Boston,MA,software_developers,15-1252,Software Developers,3200,0.49,84138,140230,204246,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,data_scientists,15-2051,Data Scientists,640,0.49,73668,122780,179830,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,product_managers,,Product Managers,640,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,designers,,Designers,400,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,sales,41-0000,Sales and Related Occupations,960,0.49,23352,38920,76048,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,management,11-1021,General and Operations Managers,640,0.49,86136,143560,225890,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,640,0.49,29352,48920,73276,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,support,,Support,480,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
Amazon,Boston,MA,other,,Other,400,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,software_developers,15-1252,Software Developers,2000,0.455,84138,140230,204246,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,data_scientists,15-2051,Data Scientists,400,0.455,73668,122780,179830,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,product_managers,,Product Managers,400,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,designers,,Designers,250,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,sales,41-0000,Sales and Related Occupations,600,0.455,23352,38920,76048,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,management,11-1021,General and Operations Managers,400,0.455,86136,143560,225890,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,administrative,43-6014,Secretaries and Administrative Assistants,400,0.455,29352,48920,73276,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,support,,Support,300,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Google,Cambridge,MA,other,,Other,250,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,software_developers,15-1252,Software Developers,1200,0.455,84138,140230,204246,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,data_scientists,15-2051,Data Scientists,240,0.455,73668,122780,179830,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,product_managers,,Product Managers,240,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,designers,,Designers,150,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,sales,41-0000,Sales and Related Occupations,360,0.455,23352,38920,76048,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,management,11-1021,General and Operations Managers,240,0.455,86136,143560,225890,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,administrative,43-6014,Secretaries and Administrative Assistants,240,0.455,29352,48920,73276,0.85,0.9,0.348,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,support,,Support,180,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Microsoft,Burlington,MA,other,,Other,150,0.455,36552,60920,106778,0.6,0.9,0.246,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,software_developers,15-1252,Software Developers,1000,0.42,84138,140230,204246,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,data_scientists,15-2051,Data Scientists,200,0.42,73668,122780,179830,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,product_managers,,Product Managers,200,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,designers,,Designers,125,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,sales,41-0000,Sales and Related Occupations,300,0.42,23352,38920,76048,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,management,11-1021,General and Operations Managers,200,0.42,86136,143560,225890,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,200,0.42,29352,48920,73276,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,support,,Support,150,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Meta,Boston,MA,other,,Other,125,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,software_developers,15-1252,Software Developers,600,0.42,84138,140230,204246,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,data_scientists,15-2051,Data Scientists,120,0.42,73668,122780,179830,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,product_managers,,Product Managers,120,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,designers,,Designers,75,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,sales,41-0000,Sales and Related Occupations,180,0.42,23352,38920,76048,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,management,11-1021,General and Operations Managers,120,0.42,86136,143560,225890,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,administrative,43-6014,Secretaries and Administrative Assistants,120,0.42,29352,48920,73276,0.85,0.9,0.321,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,support,,Support,90,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Apple,Cambridge,MA,other,,Other,75,0.42,36552,60920,106778,0.6,0.9,0.227,technology,employer_db:h1b_filings,inferred_archetype
Wayfair,Boston,MA,software_developers,15-1252,Software Developers,3200,0.525,84138,140230,204246,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,data_scientists,15-2051,Data Scientists,640,0.525,73668,122780,179830,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,product_managers,,Product Managers,640,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,designers,,Designers,400,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,sales,41-0000,Sales and Related Occupations,960,0.525,23352,38920,76048,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,management,11-1021,General and Operations Managers,640,0.525,86136,143560,225890,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,640,0.525,29352,48920,73276,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,support,,Support,480,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
Wayfair,Boston,MA,other,,Other,400,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,software_developers,15-1252,Software Developers,1400,0.525,84138,140230,204246,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,data_scientists,15-2051,Data Scientists,280,0.525,73668,122780,179830,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,product_managers,,Product Managers,280,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,designers,,Designers,175,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,sales,41-0000,Sales and Related Occupations,420,0.525,23352,38920,76048,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,management,11-1021,General and Operations Managers,280,0.525,86136,143560,225890,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,administrative,43-6014,Secretaries and Administrative Assistants,280,0.525,29352,48920,73276,0.85,0.9,0.402,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,support,,Support,210,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
HubSpot,Cambridge,MA,other,,Other,175,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,software_developers,15-1252,Software Developers,1200,0.49,84138,140230,204246,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,data_scientists,15-2051,Data Scientists,240,0.49,73668,122780,179830,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,product_managers,,Product Managers,240,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,designers,,Designers,150,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,sales,41-0000,Sales and Related Occupations,360,0.49,23352,38920,76048,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,management,11-1021,General and Operations Managers,240,0.49,86136,143560,225890,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,240,0.49,29352,48920,73276,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,support,,Support,180,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
Toast,Boston,MA,other,,Other,150,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,software_developers,15-1252,Software Developers,1600,0.49,84138,140230,204246,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,data_scientists,15-2051,Data Scientists,320,0.49,73668,122780,179830,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,product_managers,,Product Managers,320,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,designers,,Designers,200,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,sales,41-0000,Sales and Related Occupations,480,0.49,23352,38920,76048,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,management,11-1021,General and Operations Managers,320,0.49,86136,143560,225890,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,320,0.49,29352,48920,73276,0.85,0.9,0.375,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,support,,Support,240,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
DraftKings,Boston,MA,other,,Other,200,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:sec_10k,inferred_archetype
Akamai Technologies,Cambridge,MA,software_developers,15-1252,Software Developers,1400,0.525,84138,140230,204246,0.85,0.9,0.402,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,data_scientists,15-2051,Data Scientists,280,0.525,73668,122780,179830,0.85,0.9,0.402,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,product_managers,,Product Managers,280,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,designers,,Designers,175,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,sales,41-0000,Sales and Related Occupations,420,0.525,23352,38920,76048,0.85,0.9,0.402,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,management,11-1021,General and Operations Managers,280,0.525,86136,143560,225890,0.85,0.9,0.402,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,administrative,43-6014,Secretaries and Administrative Assistants,280,0.525,29352,48920,73276,0.85,0.9,0.402,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,support,,Support,210,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:h1b_filings,inferred_archetype
Akamai Technologies,Cambridge,MA,other,,Other,175,0.525,36552,60920,106778,0.6,0.9,0.283,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,software_developers,15-1252,Software Developers,2000,0.49,84138,140230,204246,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,data_scientists,15-2051,Data Scientists,400,0.49,73668,122780,179830,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,product_managers,,Product Managers,400,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,designers,,Designers,250,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,sales,41-0000,Sales and Related Occupations,600,0.49,23352,38920,76048,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,management,11-1021,General and Operations Managers,400,0.49,86136,143560,225890,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,administrative,43-6014,Secretaries and Administrative Assistants,400,0.49,29352,48920,73276,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,support,,Support,300,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
The MathWorks,Natick,MA,other,,Other,250,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
Pegasystems,Cambridge,MA,software_developers,15-1252,Software Developers,1200,0.49,84138,140230,204246,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Pegasystems,Cambridge,MA,data_scientists,15-2051,Data Scientists,240,0.49,73668,122780,179830,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Pegasystems,Cambridge,MA,product_managers,,Product Managers,240,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
Pegasystems,Cambridge,MA,designers,,Designers,150,0.49,36552,60920,106778,0.6,0.9,0.265,technology,employer_db:h1b_filings,inferred_archetype
Pegasystems,Cambridge,MA,sales,41-0000,Sales and Related Occupations,360,0.49,23352,38920,76048,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
Pegasystems,Cambridge,MA,management,11-1021,General and Operations Managers,240,0.49,86136,143560,225890,0.85,0.9,0.375,technology,employer_db:h1b_filings,inferred_archetype
