employer_name,city,state,occupation,job_title,soc_code,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,headcount_confidence,location_confidence,overall_confidence,industry,source,record_type
Biogen,Cambridge,MA,regulatory,Regulatory,,375,36552,60920,106778,0.6,0.595,0.9,0.321,biotech,sec_10k,inferred_archetype
Biogen,Cambridge,MA,software_developers,Software Developers,15-1252,600,84138,140230,204246,0.85,0.595,0.9,0.455,biotech,sec_10k,inferred_archetype
Biogen,Cambridge,MA,management,General and Operations Managers,11-1021,525,86136,143560,225890,0.85,0.595,0.9,0.455,biotech,sec_10k,inferred_archetype
Biogen,Cambridge,MA,administrative,Secretaries and Administrative Assistants,43-6014,375,29352,48920,73276,0.85,0.595,0.9,0.455,biotech,sec_10k,inferred_archetype
Biogen,Cambridge,MA,other,Other,,375,36552,60920,106778,0.6,0.595,0.9,0.321,biotech,sec_10k,inferred_archetype
City of Springfield,Springfield,MA,police,Police,,804,36552,60920,106778,0.6,0.595,0.9,0.321,government,web_estimate,inferred_archetype
City of Springfield,Springfield,MA,fire,Fire,,335,36552,60920,106778,0.6,0.595,0.9,0.321,government,web_estimate,inferred_archetype
City of Springfield,Springfield,MA,teachers,Elementary School Teachers,25-2021,1675,44736,74560,109676,0.85,0.595,0.9,0.455,government,web_estimate,inferred_archetype
City of Springfield,Springfield,MA,administrative,Secretaries and Administrative Assistants,43-6014,1340,29352,48920,73276,0.85,0.595,0.9,0.455,government,web_estimate,inferred_archetype
City of Springfield,Springfield,MA,social_workers,Social Workers,,536,36552,60920,106778,0.6,0.595,0.9,0.321,government,web_estimate,inferred_archetype
City of Springfield,Springfield,MA,maintenance,Maintenance,,670,36552,60920,106778,0.6,0.595,0.9,0.321,government,web_estimate,inferred_archetype
City of Springfield,Springfield,MA,management,General and Operations Managers,11-1021,536,86136,143560,225890,0.85,0.595,0.9,0.455,government,web_estimate,inferred_archetype
City of Springfield,Springfield,MA,other,Other,,804,36552,60920,106778,0.6,0.595,0.9,0.321,government,web_estimate,inferred_archetype
UMass Amherst,Amherst,MA,faculty,Faculty,,1625,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
UMass Amherst,Amherst,MA,research_staff,Research Staff,,975,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
UMass Amherst,Amherst,MA,administrative,Secretaries and Administrative Assistants,43-6014,1300,29352,48920,73276,0.85,0.595,0.9,0.455,higher_education,990_filing,inferred_archetype
UMass Amherst,Amherst,MA,student_services,Student Services,,650,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
UMass Amherst,Amherst,MA,facilities,Facilities,,650,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
UMass Amherst,Amherst,MA,it_staff,It Staff,,520,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
UMass Amherst,Amherst,MA,management,General and Operations Managers,11-1021,325,86136,143560,225890,0.85,0.595,0.9,0.455,higher_education,990_filing,inferred_archetype
UMass Amherst,Amherst,MA,other,Other,,455,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,faculty,Faculty,,1500,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,research_staff,Research Staff,,900,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,1200,29352,48920,73276,0.85,0.595,0.9,0.455,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,student_services,Student Services,,600,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,facilities,Facilities,,600,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,it_staff,It Staff,,480,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,management,General and Operations Managers,11-1021,300,86136,143560,225890,0.85,0.595,0.9,0.455,higher_education,990_filing,inferred_archetype
Northeastern University,Boston,MA,other,Other,,420,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
MBTA,Boston,MA,police,Police,,720,36552,60920,106778,0.6,0.56,0.9,0.302,government,news_estimate,inferred_archetype
MBTA,Boston,MA,fire,Fire,,300,36552,60920,106778,0.6,0.56,0.9,0.302,government,news_estimate,inferred_archetype
MBTA,Boston,MA,teachers,Elementary School Teachers,25-2021,1500,44736,74560,109676,0.85,0.56,0.9,0.428,government,news_estimate,inferred_archetype
MBTA,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,1200,29352,48920,73276,0.85,0.56,0.9,0.428,government,news_estimate,inferred_archetype
MBTA,Boston,MA,social_workers,Social Workers,,480,36552,60920,106778,0.6,0.56,0.9,0.302,government,news_estimate,inferred_archetype
MBTA,Boston,MA,maintenance,Maintenance,,600,36552,60920,106778,0.6,0.56,0.9,0.302,government,news_estimate,inferred_archetype
MBTA,Boston,MA,management,General and Operations Managers,11-1021,480,86136,143560,225890,0.85,0.56,0.9,0.428,government,news_estimate,inferred_archetype
MBTA,Boston,MA,other,Other,,720,36552,60920,106778,0.6,0.56,0.9,0.302,government,news_estimate,inferred_archetype
Tufts University,Medford,MA,faculty,Faculty,,1375,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Tufts University,Medford,MA,research_staff,Research Staff,,825,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Tufts University,Medford,MA,administrative,Secretaries and Administrative Assistants,43-6014,1100,29352,48920,73276,0.85,0.595,0.9,0.455,higher_education,990_filing,inferred_archetype
Tufts University,Medford,MA,student_services,Student Services,,550,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Tufts University,Medford,MA,facilities,Facilities,,550,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Tufts University,Medford,MA,it_staff,It Staff,,440,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Tufts University,Medford,MA,management,General and Operations Managers,11-1021,275,86136,143560,225890,0.85,0.595,0.9,0.455,higher_education,990_filing,inferred_archetype
Tufts University,Medford,MA,other,Other,,385,36552,60920,106778,0.6,0.595,0.9,0.321,higher_education,990_filing,inferred_archetype
Google,Cambridge,MA,software_developers,Software Developers,15-1252,2000,84138,140230,204246,0.85,0.455,0.9,0.348,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,data_scientists,Data Scientists,15-2051,400,73668,122780,179830,0.85,0.455,0.9,0.348,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,product_managers,Product Managers,,400,36552,60920,106778,0.6,0.455,0.9,0.246,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,designers,Designers,,250,36552,60920,106778,0.6,0.455,0.9,0.246,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,sales,Sales and Related Occupations,41-0000,600,23352,38920,76048,0.85,0.455,0.9,0.348,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,management,General and Operations Managers,11-1021,400,86136,143560,225890,0.85,0.455,0.9,0.348,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,administrative,Secretaries and Administrative Assistants,43-6014,400,29352,48920,73276,0.85,0.455,0.9,0.348,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,support,Support,,300,36552,60920,106778,0.6,0.455,0.9,0.246,technology,h1b_filings,inferred_archetype
Google,Cambridge,MA,other,Other,,250,36552,60920,106778,0.6,0.455,0.9,0.246,technology,h1b_filings,inferred_archetype
General Dynamics,Quincy,MA,engineers,Engineers,17-2000,1750,36552,60920,106778,0.85,0.49,0.9,0.375,defense,sec_10k,inferred_archetype
General Dynamics,Quincy,MA,scientists,Medical Scientists,19-1042,750,53604,89340,138264,0.85,0.49,0.9,0.375,defense,sec_10k,inferred_archetype
General Dynamics,Quincy,MA,technicians,Technicians,,750,36552,60920,106778,0.6,0.49,0.9,0.265,defense,sec_10k,inferred_archetype
General Dynamics,Quincy,MA,manufacturing,Manufacturing,,500,36552,60920,106778,0.6,0.49,0.9,0.265,defense,sec_10k,inferred_archetype
General Dynamics,Quincy,MA,management,General and Operations Managers,11-1021,400,86136,143560,225890,0.85,0.49,0.9,0.375,defense,sec_10k,inferred_archetype
General Dynamics,Quincy,MA,administrative,Secretaries and Administrative Assistants,43-6014,400,29352,48920,73276,0.85,0.49,0.9,0.375,defense,sec_10k,inferred_archetype
General Dynamics,Quincy,MA,security,Security,,250,36552,60920,106778,0.6,0.49,0.9,0.265,defense,sec_10k,inferred_archetype
General Dynamics,Quincy,MA,other,Other,,200,36552,60920,106778,0.6,0.49,0.9,0.265,defense,sec_10k,inferred_archetype
John Hancock,Boston,MA,financial_analysts,Financial Analysts,13-2051,750,65922,109870,171430,0.85,0.525,0.9,0.402,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,accountants,Accountants and Auditors,13-2011,600,51804,86340,135688,0.85,0.525,0.9,0.402,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,software_developers,Software Developers,15-1252,750,84138,140230,204246,0.85,0.525,0.9,0.402,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,customer_service,Customer Service,,600,36552,60920,106778,0.6,0.525,0.9,0.283,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,sales,Sales and Related Occupations,41-0000,500,23352,38920,76048,0.85,0.525,0.9,0.402,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,management,General and Operations Managers,11-1021,500,86136,143560,225890,0.85,0.525,0.9,0.402,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,600,29352,48920,73276,0.85,0.525,0.9,0.402,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,compliance,Compliance,,400,36552,60920,106778,0.6,0.525,0.9,0.283,finance,news_estimate,inferred_archetype
John Hancock,Boston,MA,other,Other,,300,36552,60920,106778,0.6,0.525,0.9,0.283,finance,news_estimate,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,registered_nurses,Registered Nurses,29-1141,1250,59004,98340,146552,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,physicians,Physicians,29-1216,400,151404,252340,366030,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,medical_technicians,Medical Technicians,,600,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,healthcare_support,Healthcare Support,,750,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,750,29352,48920,73276,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,management,General and Operations Managers,11-1021,250,86136,143560,225890,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,facilities,Facilities,,250,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
Dana-Farber Cancer Institute,Boston,MA,other,Other,,750,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
The MathWorks,Natick,MA,software_developers,Software Developers,15-1252,2000,84138,140230,204246,0.85,0.49,0.9,0.375,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,data_scientists,Data Scientists,15-2051,400,73668,122780,179830,0.85,0.49,0.9,0.375,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,product_managers,Product Managers,,400,36552,60920,106778,0.6,0.49,0.9,0.265,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,designers,Designers,,250,36552,60920,106778,0.6,0.49,0.9,0.265,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,sales,Sales and Related Occupations,41-0000,600,23352,38920,76048,0.85,0.49,0.9,0.375,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,management,General and Operations Managers,11-1021,400,86136,143560,225890,0.85,0.49,0.9,0.375,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,administrative,Secretaries and Administrative Assistants,43-6014,400,29352,48920,73276,0.85,0.49,0.9,0.375,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,support,Support,,300,36552,60920,106778,0.6,0.49,0.9,0.265,technology,h1b_filings,inferred_archetype
The MathWorks,Natick,MA,other,Other,,250,36552,60920,106778,0.6,0.49,0.9,0.265,technology,h1b_filings,inferred_archetype
Tufts Medical Center,Boston,MA,registered_nurses,Registered Nurses,29-1141,1125,59004,98340,146552,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Tufts Medical Center,Boston,MA,physicians,Physicians,29-1216,360,151404,252340,366030,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Tufts Medical Center,Boston,MA,medical_technicians,Medical Technicians,,540,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
Tufts Medical Center,Boston,MA,healthcare_support,Healthcare Support,,675,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
Tufts Medical Center,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,675,29352,48920,73276,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Tufts Medical Center,Boston,MA,management,General and Operations Managers,11-1021,225,86136,143560,225890,0.85,0.595,0.9,0.455,healthcare,990_filing,inferred_archetype
Tufts Medical Center,Boston,MA,facilities,Facilities,,225,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
Tufts Medical Center,Boston,MA,other,Other,,675,36552,60920,106778,0.6,0.595,0.9,0.321,healthcare,990_filing,inferred_archetype
Moderna,Cambridge,MA,scientists,Medical Scientists,19-1042,1400,53604,89340,138264,0.85,0.595,0.9,0.455,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,research_associates,Research Associates,,600,36552,60920,106778,0.6,0.595,0.9,0.321,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,manufacturing,Manufacturing,,480,36552,60920,106778,0.6,0.595,0.9,0.321,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,quality_control,Quality Control,,320,36552,60920,106778,0.6,0.595,0.9,0.321,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,regulatory,Regulatory,,200,36552,60920,106778,0.6,0.595,0.9,0.321,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,software_developers,Software Developers,15-1252,320,84138,140230,204246,0.85,0.595,0.9,0.455,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,management,General and Operations Managers,11-1021,280,86136,143560,225890,0.85,0.595,0.9,0.455,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,administrative,Secretaries and Administrative Assistants,43-6014,200,29352,48920,73276,0.85,0.595,0.9,0.455,biotech,sec_10k,inferred_archetype
Moderna,Cambridge,MA,other,Other,,200,36552,60920,106778,0.6,0.595,0.9,0.321,biotech,sec_10k,inferred_archetype
Deloitte,Boston,MA,consultants,Consultants,,2000,36552,60920,106778,0.6,0.49,0.9,0.265,consulting,news_estimate,inferred_archetype
Deloitte,Boston,MA,analysts,Analysts,,800,36552,60920,106778,0.6,0.49,0.9,0.265,consulting,news_estimate,inferred_archetype
Deloitte,Boston,MA,management,General and Operations Managers,11-1021,400,86136,143560,225890,0.85,0.49,0.9,0.375,consulting,news_estimate,inferred_archetype
Deloitte,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,400,29352,48920,73276,0.85,0.49,0.9,0.375,consulting,news_estimate,inferred_archetype
Deloitte,Boston,MA,it_staff,It Staff,,200,36552,60920,106778,0.6,0.49,0.9,0.265,consulting,news_estimate,inferred_archetype
Deloitte,Boston,MA,other,Other,,200,36552,60920,106778,0.6,0.49,0.9,0.265,consulting,news_estimate,inferred_archetype
BAE Systems,Burlington,MA,engineers,Engineers,17-2000,1400,36552,60920,106778,0.85,0.49,0.9,0.375,defense,news_estimate,inferred_archetype
BAE Systems,Burlington,MA,scientists,Medical Scientists,19-1042,600,53604,89340,138264,0.85,0.49,0.9,0.375,defense,news_estimate,inferred_archetype
BAE Systems,Burlington,MA,technicians,Technicians,,600,36552,60920,106778,0.6,0.49,0.9,0.265,defense,news_estimate,inferred_archetype
BAE Systems,Burlington,MA,manufacturing,Manufacturing,,400,36552,60920,106778,0.6,0.49,0.9,0.265,defense,news_estimate,inferred_archetype
BAE Systems,Burlington,MA,management,General and Operations Managers,11-1021,320,86136,143560,225890,0.85,0.49,0.9,0.375,defense,news_estimate,inferred_archetype
BAE Systems,Burlington,MA,administrative,Secretaries and Administrative Assistants,43-6014,320,29352,48920,73276,0.85,0.49,0.9,0.375,defense,news_estimate,inferred_archetype
